"","X","filename","decade","category","license","year","fees_usd","items","revenues_usd"
"591",591,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Penalty",1992,NA,NA,NA
"592",592,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Commercial Hunting Club License",1992,222.75,37,8242
"593",593,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Dog Training Permit",1992,2.75,524,1441
"594",594,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Bird Seals",1992,0.03,48331,1450
"595",595,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 1",1992,10.75,645,6934
"596",596,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 2",1992,54,78,4212
"597",597,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconer Raptor Capture Permit (NR)",1992,NA,NA,NA
"598",598,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License - Application Fee",1992,NA,NA,NA
"599",599,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License",1992,42.5,598,25415
"600",600,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit",1992,NA,NA,NA
"601",601,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Application Fee",1992,NA,NA,NA
"602",602,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Inspection Fee",1992,NA,NA,NA
"603",603,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Agent License",1992,47.25,1,47
"604",604,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Dealer License",1992,94.25,17,1602
"605",605,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Game Bird Club Seals",1992,0.05,216352,10818
"606",606,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (R)",1992,60.5,727,43984
"607",607,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (NR)",1992,168.75,36,6075
"608",608,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Guide Employee Registration",1992,10,67,670
"609",609,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - 500 acres or less",1992,202.25,59,11933
"610",610,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - over 500 acres",1992,269.5,50,13475
"611",611,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - 500 acres or less",1992,202.25,32,6472
"612",612,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - over 500 acres",1992,269.5,33,8894
"613",613,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Lic. Domesticated Migratory Game Bird Shooting Area",1992,107.75,7,754
"614",614,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile Captive Propagation Permit",1992,NA,NA,NA
"615",615,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile & Amphibian Permit (Take by Biol. Supply House)",1992,NA,NA,NA
"616",616,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Organizational Field Trial Permit",1992,84,84,7056
"617",617,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Detrimental",1992,NA,NA,NA
"618",618,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Welfare",1992,NA,NA,NA
"619",619,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Application Fee (Amended or Renewal)",1992,NA,NA,NA
"620",620,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - AZA, Detrimental",1992,NA,NA,NA
"621",621,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Breeding",1992,NA,NA,NA
"622",622,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (R)",1992,NA,NA,NA
"623",623,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (NR)",1992,NA,NA,NA
"624",624,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Clearinghouse",1992,NA,NA,NA
"625",625,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Detrimental Species",1992,NA,NA,NA
"626",626,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (R)",1992,NA,NA,NA
"627",627,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (NR)",1992,NA,NA,NA
"628",628,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Inspection Fee (Except Aquaculture & Fish)",1992,NA,NA,NA
"629",629,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Native Species Exhibiting",1992,NA,NA,NA
"630",630,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Research, Detrimental",1992,NA,NA,NA
"631",631,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Shelter",1992,NA,NA,NA
"632",632,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Single Event Breeding",1992,NA,NA,NA
"633",633,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (R)",1992,36.25,505,18306
"634",634,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (NR)",1992,121,57,6897
"635",635,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (Student)",1992,12,250,3000
"636",636,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (R)",1992,NA,NA,NA
"637",637,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (NR)",1992,NA,NA,NA
"638",638,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (R)",1992,27.5,4059,NA
"639",639,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (NR)",1992,109.75,382,41925
"640",640,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (R)",1992,142.5,143,20378
"641",641,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (NR)",1992,241.25,NA,NA
"642",642,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (Junior)",1992,20.25,6,122
"643",643,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (R)",1992,60.5,323,19542
"644",644,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (NR)",1992,303.75,4,1215
"645",645,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (New)",1993,400,19,7600
"646",646,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (Renewal)",1993,200,261,52200
"647",647,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Surcharge",1993,NA,NA,NA
"648",648,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Interest (per month)",1993,NA,NA,NA
"649",649,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Penalty",1993,NA,NA,NA
"650",650,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Commercial Hunting Club License",1993,225.75,57,12868
"651",651,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Dog Training Permit",1993,2.75,525,1444
"652",652,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Bird Seals",1993,0.03,42557,1277
"653",653,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 1",1993,11,604,6644
"654",654,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 2",1993,54.75,76,4161
"655",655,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconer Raptor Capture Permit (NR)",1993,NA,NA,NA
"656",656,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License - Application Fee",1993,7.5,40,300
"657",657,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License",1993,43,614,26402
"658",658,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit",1993,NA,NA,NA
"659",659,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Application Fee",1993,NA,NA,NA
"660",660,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Inspection Fee",1993,NA,NA,NA
"661",661,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Agent License",1993,48,0,NA
"662",662,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Dealer License",1993,95.5,14,1337
"663",663,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Game Bird Club Seals",1993,0.05,243307,12165
"664",664,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (R)",1993,61.25,762,46673
"665",665,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (NR)",1993,171,35,5985
"666",666,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Guide Employee Registration",1993,10,46,460
"667",667,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - 500 acres or less",1993,205,52,10660
"668",668,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - over 500 acres",1993,273.25,53,14482
"669",669,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - 500 acres or less",1993,205,38,7790
"670",670,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - over 500 acres",1993,273.25,27,7378
"671",671,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Lic. Domesticated Migratory Game Bird Shooting Area",1993,109.25,6,656
"672",672,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile Captive Propagation Permit",1993,NA,NA,NA
"673",673,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile & Amphibian Permit (Take by Biol. Supply House)",1993,NA,NA,NA
"674",674,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Organizational Field Trial Permit",1993,80,80,6400
"675",675,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Detrimental",1993,NA,NA,NA
"676",676,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Welfare",1993,NA,NA,NA
"677",677,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Application Fee (Amended or Renewal)",1993,NA,NA,NA
"678",678,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - AZA, Detrimental",1993,NA,NA,NA
"679",679,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Breeding",1993,NA,NA,NA
"680",680,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (R)",1993,NA,NA,NA
"681",681,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (NR)",1993,NA,NA,NA
"682",682,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Clearinghouse",1993,NA,NA,NA
"683",683,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Detrimental Species",1993,NA,NA,NA
"684",684,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (R)",1993,NA,NA,NA
"685",685,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (NR)",1993,NA,NA,NA
"686",686,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Inspection Fee (Except Aquaculture & Fish)",1993,NA,NA,NA
"687",687,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Native Species Exhibiting",1993,NA,NA,NA
"688",688,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Research, Detrimental",1993,NA,NA,NA
"689",689,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Shelter",1993,NA,NA,NA
"690",690,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Single Event Breeding",1993,NA,NA,NA
"691",691,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (R)",1993,37.25,934,34792
"692",692,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (NR)",1993,124,45,5580
"693",693,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (Student)",1993,12.25,220,2695
"694",694,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (R)",1993,NA,NA,NA
"695",695,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (NR)",1993,NA,NA,NA
"696",696,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (R)",1993,28,5420,NA
"697",697,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (NR)",1993,111.25,401,44611
"698",698,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (R)",1993,144.5,578,83521
"699",699,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (NR)",1993,244.5,NA,NA
"700",700,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (Junior)",1993,20.5,8,164
"701",701,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (R)",1993,61.25,264,16170
"702",702,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (NR)",1993,308,2,616
"703",703,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (New)",1994,400,28,11200
"704",704,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (Renewal)",1994,200,248,49600
"705",705,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Surcharge",1994,300,NA,NA
"706",706,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Interest (per month)",1994,2,NA,NA
"707",707,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Penalty",1994,25,NA,NA
"708",708,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Commercial Hunting Club License",1994,231.5,78,18057
"709",709,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Dog Training Permit",1994,2.75,586,1612
"710",710,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Bird Seals",1994,0.03,55173,1655
"711",711,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 1",1994,11.25,544,6120
"712",712,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 2",1994,56.25,70,3938
"713",713,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconer Raptor Capture Permit (NR)",1994,NA,NA,NA
"714",714,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License - Application Fee",1994,7.75,537,4162
"715",715,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License",1994,44,605,26620
"716",716,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit",1994,NA,NA,NA
"717",717,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Application Fee",1994,NA,NA,NA
"718",718,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Inspection Fee",1994,NA,NA,NA
"719",719,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Agent License",1994,49.25,0,NA
"720",720,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Dealer License",1994,98,13,1274
"721",721,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Game Bird Club Seals",1994,0.05,240878,12044
"722",722,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (R)",1994,62.75,796,49949
"723",723,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (NR)",1994,175.5,25,4388
"724",724,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Guide Employee Registration",1994,10,64,640
"725",725,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - 500 acres or less",1994,210.25,45,9461
"726",726,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - over 500 acres",1994,280.25,54,15134
"727",727,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - 500 acres or less",1994,210.25,33,6938
"728",728,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - over 500 acres",1994,280.25,27,7567
"729",729,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Lic. Domesticated Migratory Game Bird Shooting Area",1994,112,5,560
"730",730,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile Captive Propagation Permit",1994,NA,NA,NA
"731",731,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile & Amphibian Permit (Take by Biol. Supply House)",1994,NA,NA,NA
"732",732,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Organizational Field Trial Permit",1994,95,95,9025
"733",733,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Detrimental",1994,NA,NA,NA
"734",734,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Welfare",1994,NA,NA,NA
"735",735,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Application Fee (Amended or Renewal)",1994,NA,NA,NA
"736",736,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - AZA, Detrimental",1994,NA,NA,NA
"737",737,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Breeding",1994,NA,NA,NA
"738",738,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (R)",1994,NA,NA,NA
"739",739,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (NR)",1994,NA,NA,NA
"740",740,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Clearinghouse",1994,NA,NA,NA
"741",741,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Detrimental Species",1994,NA,NA,NA
"742",742,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (R)",1994,NA,NA,NA
"743",743,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (NR)",1994,NA,NA,NA
"744",744,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Inspection Fee (Except Aquaculture & Fish)",1994,NA,NA,NA
"745",745,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Native Species Exhibiting",1994,NA,NA,NA
"746",746,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Research, Detrimental",1994,NA,NA,NA
"747",747,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Shelter",1994,NA,NA,NA
"748",748,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Single Event Breeding",1994,NA,NA,NA
"749",749,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (R)",1994,37.75,636,24009
"750",750,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (NR)",1994,126,40,5040
"751",751,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (Student)",1994,12.5,255,3188
"752",752,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (R)",1994,NA,NA,NA
"753",753,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (NR)",1994,NA,NA,NA
"754",754,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (R)",1994,28.75,5065,NA
"755",755,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (NR)",1994,114,427,48678
"756",756,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (R)",1994,148.25,1186,NA
"757",757,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (NR)",1994,250.75,251,62938
"758",758,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (Junior)",1994,21,6,126
"759",759,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (R)",1994,62.75,294,18449
"760",760,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (NR)",1994,316,3,948
"761",761,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (New)",1995,400,15,6000
"762",762,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (Renewal)",1995,200,246,49200
"763",763,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Surcharge",1995,300,75,22500
"764",764,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Interest (per month)",1995,2,12,118
"765",765,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Penalty",1995,25,12,300
"766",766,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Commercial Hunting Club License",1995,236.5,79,18684
"767",767,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Dog Training Permit",1995,2.75,592,1628
"768",768,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Bird Seals",1995,0.03,28582,857
"769",769,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 1",1995,11.5,475,5463
"770",770,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 2",1995,57.5,77,4428
"771",771,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconer Raptor Capture Permit (NR)",1995,NA,NA,NA
"772",772,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License - Application Fee",1995,8,613,4904
"773",773,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License",1995,45,603,27135
"774",774,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit",1995,260,15,3900
"775",775,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Application Fee",1995,NA,16,NA
"776",776,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Inspection Fee",1995,50,1,50
"777",777,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Agent License",1995,50.25,1,50
"778",778,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Dealer License",1995,100.25,10,1003
"779",779,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Game Bird Club Seals",1995,0.05,285610,14281
"780",780,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (R)",1995,64.25,897,57632
"781",781,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (NR)",1995,179.5,35,6283
"782",782,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Guide Employee Registration",1995,10,72,720
"783",783,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - 500 acres or less",1995,210,47,9870
"784",784,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - over 500 acres",1995,280,49,13720
"785",785,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - 500 acres or less",1995,210,34,7140
"786",786,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - over 500 acres",1995,280,27,7560
"787",787,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Lic. Domesticated Migratory Game Bird Shooting Area",1995,114.5,3,344
"788",788,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile Captive Propagation Permit",1995,NA,NA,NA
"789",789,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile & Amphibian Permit (Take by Biol. Supply House)",1995,NA,NA,NA
"790",790,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Organizational Field Trial Permit",1995,87,87,7569
"791",791,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Detrimental",1995,NA,NA,NA
"792",792,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Welfare",1995,NA,NA,NA
"793",793,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Application Fee (Amended or Renewal)",1995,NA,NA,NA
"794",794,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - AZA, Detrimental",1995,NA,NA,NA
"795",795,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Breeding",1995,NA,NA,NA
"796",796,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (R)",1995,NA,NA,NA
"797",797,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (NR)",1995,NA,NA,NA
"798",798,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Clearinghouse",1995,NA,NA,NA
"799",799,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Detrimental Species",1995,NA,NA,NA
"800",800,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (R)",1995,NA,NA,NA
"801",801,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (NR)",1995,NA,NA,NA
"802",802,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Inspection Fee (Except Aquaculture & Fish)",1995,NA,NA,NA
"803",803,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Native Species Exhibiting",1995,NA,NA,NA
"804",804,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Research, Detrimental",1995,NA,NA,NA
"805",805,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Shelter",1995,NA,NA,NA
"806",806,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Single Event Breeding",1995,NA,NA,NA
"807",807,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (R)",1995,38.5,921,35459
"808",808,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (NR)",1995,128.75,34,4378
"809",809,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (Student)",1995,12.75,252,3213
"810",810,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (R)",1995,NA,NA,NA
"811",811,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (NR)",1995,NA,NA,NA
"812",812,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (R)",1995,29.5,4780,NA
"813",813,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (NR)",1995,116.5,427,49746
"814",814,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (R)",1995,151.5,1515,NA
"815",815,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (NR)",1995,256.25,256,65600
"816",816,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (Junior)",1995,21.5,7,151
