"FMP_AREA","GEAR","PROCESSING_SECTOR","SPECIES","YEAR","EXVES_PRICE_LB"
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Northern Rockfish","2006",.166
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Northern Rockfish","2006",.166
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Rock Sole (BSAI)","2006",.261
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Rock Sole (BSAI)","2006",.261
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Pollock","2006",.12
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Pollock","2006",.114
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Pollock","2006",.128
"Gulf of Alaska","All Gear","All Sectors","Shallow-Water Flatfish (GOA)","2006",.214
"Gulf of Alaska","Fixed","All Sectors","Shallow-Water Flatfish (GOA)","2006",-9999
"Gulf of Alaska","Trawl","All Sectors","Shallow-Water Flatfish (GOA)","2006",.214
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2006",.26
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Flathead Sole","2006",.26
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Flathead Sole","2006",.26
"Gulf of Alaska","Trawl","All Sectors","Deep-Water Flatfish (GOA)","2006",.247
"Gulf of Alaska","All Gear","All Sectors","Dusky Rockfish","2006",.158
"Gulf of Alaska","Fixed","All Sectors","Dusky Rockfish","2006",.399
"Gulf of Alaska","Trawl","All Sectors","Dusky Rockfish","2006",.156
"Gulf of Alaska","All Gear","All Sectors","Flathead Sole","2006",.143
"Gulf of Alaska","Fixed","All Sectors","Atka Mackerel","2006",-9999
"Gulf of Alaska","Trawl","All Sectors","Atka Mackerel","2006",.117
"Gulf of Alaska","All Gear","All Sectors","Deep-Water Flatfish (GOA)","2006",.247
"Gulf of Alaska","Fixed","All Sectors","Deep-Water Flatfish (GOA)","2006",.446
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Arrowtooth Flounder","2006",.133
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Arrowtooth Flounder","2006",.133
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Arrowtooth Flounder","2006",.139
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Arrowtooth Flounder","2006",.105
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Arrowtooth Flounder","2006",.106
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Arrowtooth Flounder","2006",.015
"Gulf of Alaska","All Gear","All Sectors","Arrowtooth Flounder","2006",.091
"Gulf of Alaska","Fixed","All Sectors","Arrowtooth Flounder","2006",.446
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Rockfish","2006",.72
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Rockfish","2006",.725
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Other Rockfish","2006",.69
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Rockfish","2006",.329
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Rockfish","2006",.325
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Rockfish","2006",.441
"Gulf of Alaska","Trawl","All Sectors","Arrowtooth Flounder","2006",.089
"Gulf of Alaska","All Gear","All Sectors","Atka Mackerel","2006",.117
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Yellowfin Sole (BSAI)","2006",.105
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2006",.106
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2006",.015
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Rockfish","2006",.461
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Rockfish","2006",.449
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Rockfish","2006",.601
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2006",.176
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2006",.176
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2006",.176
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Groundfish","2006",.484
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Yellowfin Sole (BSAI)","2006",.175
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2006",.175
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2006",.175
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Groundfish","2006",.483
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Other Groundfish","2006",.5
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Groundfish","2006",.078
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Groundfish","2006",.1
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Groundfish","2006",.032
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Turbot (BSAI)","2006",.106
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Turbot (BSAI)","2006",.106
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Turbot (BSAI)","2006",.182
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Turbot (BSAI)","2006",.321
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Turbot (BSAI)","2006",.321
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Turbot (BSAI)","2006",.321
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Groundfish","2006",.307
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Groundfish","2006",.348
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Groundfish","2006",.104
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Flatfish (BSAI)","2006",.106
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2006",.106
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Turbot (BSAI)","2006",.139
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Turbot (BSAI)","2006",.137
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Turbot (BSAI)","2006",.273
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Flatfish (BSAI)","2006",.162
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2006",.136
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Flatfish (BSAI)","2006",.412
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2006",.166
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Northern Rockfish","2006",.166
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Northern Rockfish","2006",.166
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Flatfish (BSAI)","2006",.162
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Flathead Sole","2006",.105
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Flathead Sole","2006",.106
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Flathead Sole","2006",.015
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Pollock","2006",.114
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Pollock","2006",.128
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Pollock","2006",.015
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Pollock","2006",.015
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Pollock","2006",.015
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Pollock","2006",.12
"Gulf of Alaska","All Gear","All Sectors","Rex Sole (GOA)","2006",.157
"Gulf of Alaska","Fixed","All Sectors","Rex Sole (GOA)","2006",-9999
"Gulf of Alaska","Trawl","All Sectors","Rex Sole (GOA)","2006",.157
"Gulf of Alaska","All Gear","All Sectors","Sablefish","2006",2.663
"Gulf of Alaska","Fixed","All Sectors","Sablefish","2006",2.702
"Gulf of Alaska","Trawl","All Sectors","Sablefish","2006",2.048
"Gulf of Alaska","All Gear","All Sectors","Pollock","2006",.135
"Gulf of Alaska","Fixed","All Sectors","Pollock","2006",.081
"Gulf of Alaska","Trawl","All Sectors","Pollock","2006",.135
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Flathead Sole","2006",.259
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Flathead Sole","2006",.259
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Flathead Sole","2006",.26
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Pacific Ocean Perch","2006",.263
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Pacific Ocean Perch","2006",.263
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Pacific Ocean Perch","2006",.263
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Atka Mackerel","2006",.015
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Atka Mackerel","2006",.015
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2006",.114
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Atka Mackerel","2006",.114
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Atka Mackerel","2006",.114
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Pacific Ocean Perch","2006",-9999
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Pacific Ocean Perch","2006",-9999
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Pacific Ocean Perch","2006",-9999
"Gulf of Alaska","All Gear","All Sectors","Pacific Ocean Perch","2006",.159
"Gulf of Alaska","Fixed","All Sectors","Pacific Ocean Perch","2006",.596
"Gulf of Alaska","Trawl","All Sectors","Pacific Ocean Perch","2006",.159
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Pacific Ocean Perch","2006",.263
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Pacific Ocean Perch","2006",.263
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Pacific Ocean Perch","2006",.263
"Gulf of Alaska","Fixed","All Sectors","Other Rockfish","2006",.737
"Gulf of Alaska","Trawl","All Sectors","Other Rockfish","2006",.194
"Gulf of Alaska","All Gear","All Sectors","Pacific Cod","2006",.392
"Gulf of Alaska","Fixed","All Sectors","Pacific Cod","2006",.399
"Gulf of Alaska","Trawl","All Sectors","Pacific Cod","2006",.369
"Gulf of Alaska","All Gear","All Sectors","Northern Rockfish","2006",.157
"Gulf of Alaska","Fixed","All Sectors","Northern Rockfish","2006",.702
"Gulf of Alaska","Trawl","All Sectors","Northern Rockfish","2006",.157
"Gulf of Alaska","All Gear","All Sectors","Other Rockfish","2006",.489
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Atka Mackerel","2006",.114
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Atka Mackerel","2006",.114
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Atka Mackerel","2006",.114
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Pacific Cod","2006",.368
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Pacific Cod","2006",.392
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Pacific Cod","2006",.34
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2006",.141
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Arrowtooth Flounder","2006",.141
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Arrowtooth Flounder","2006",.141
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Pacific Cod","2006",.439
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Pacific Cod","2006",.438
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Pacific Cod","2006",.445
"Gulf of Alaska","Fixed","All Sectors","Flathead Sole","2006",.446
"Gulf of Alaska","Trawl","All Sectors","Flathead Sole","2006",.143
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Pacific Cod","2006",.412
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Pacific Cod","2006",.425
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Pacific Cod","2006",.375
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Flathead Sole","2007",.046
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Flathead Sole","2007",.046
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Flathead Sole","2007",.015
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Pollock","2007",.127
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Pollock","2007",.126
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Pollock","2007",.128
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Pollock","2007",.098
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Pollock","2007",.098
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Pollock","2007",.098
"Gulf of Alaska","All Gear","All Sectors","Rex Sole (GOA)","2007",.188
"Gulf of Alaska","Fixed","All Sectors","Rex Sole (GOA)","2007",-9999
"Gulf of Alaska","Trawl","All Sectors","Rex Sole (GOA)","2007",.188
"Gulf of Alaska","All Gear","All Sectors","Sablefish","2007",2.749
"Gulf of Alaska","Fixed","All Sectors","Sablefish","2007",2.812
"Gulf of Alaska","Trawl","All Sectors","Sablefish","2007",1.858
"Gulf of Alaska","Trawl","All Sectors","Pacific Ocean Perch","2007",.166
"Gulf of Alaska","All Gear","All Sectors","Pollock","2007",.144
"Gulf of Alaska","Fixed","All Sectors","Pollock","2007",.11
"Gulf of Alaska","Trawl","All Sectors","Pollock","2007",.145
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Flathead Sole","2007",.218
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Flathead Sole","2007",.218
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Flathead Sole","2007",.219
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Pacific Ocean Perch","2007",.199
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Pacific Ocean Perch","2007",.199
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Pacific Ocean Perch","2007",.199
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Atka Mackerel","2007",-9999
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Atka Mackerel","2007",-9999
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Atka Mackerel","2007",-9999
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2007",.139
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Atka Mackerel","2007",.139
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Atka Mackerel","2007",.139
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Pacific Ocean Perch","2007",.626
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Pacific Ocean Perch","2007",.626
"Gulf of Alaska","All Gear","All Sectors","Pacific Ocean Perch","2007",.166
"Gulf of Alaska","Fixed","All Sectors","Pacific Ocean Perch","2007",.71
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Pacific Ocean Perch","2007",.2
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Pacific Ocean Perch","2007",.2
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Pacific Ocean Perch","2007",.199
"Gulf of Alaska","All Gear","All Sectors","Other Rockfish","2007",.469
"Gulf of Alaska","Fixed","All Sectors","Other Rockfish","2007",.746
"Gulf of Alaska","Trawl","All Sectors","Other Rockfish","2007",.193
"Gulf of Alaska","All Gear","All Sectors","Pacific Cod","2007",.492
"Gulf of Alaska","Fixed","All Sectors","Pacific Cod","2007",.492
"Gulf of Alaska","Trawl","All Sectors","Pacific Cod","2007",.494
"Gulf of Alaska","All Gear","All Sectors","Northern Rockfish","2007",.161
"Gulf of Alaska","Fixed","All Sectors","Northern Rockfish","2007",.705
"Gulf of Alaska","Trawl","All Sectors","Northern Rockfish","2007",.161
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Atka Mackerel","2007",.139
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Atka Mackerel","2007",.139
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Atka Mackerel","2007",.139
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Pacific Cod","2007",.449
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Pacific Cod","2007",.469
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Pacific Cod","2007",.423
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2007",.106
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Arrowtooth Flounder","2007",.106
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Arrowtooth Flounder","2007",.106
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Pacific Cod","2007",.396
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Pacific Cod","2007",.378
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Pacific Cod","2007",.493
"Gulf of Alaska","Fixed","All Sectors","Flathead Sole","2007",-9999
"Gulf of Alaska","Trawl","All Sectors","Flathead Sole","2007",.139
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Pacific Cod","2007",.419
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Pacific Cod","2007",.409
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Pacific Cod","2007",.447
"Gulf of Alaska","Fixed","All Sectors","Deep-Water Flatfish (GOA)","2007",.695
"Gulf of Alaska","Trawl","All Sectors","Deep-Water Flatfish (GOA)","2007",.115
"Gulf of Alaska","All Gear","All Sectors","Dusky Rockfish","2007",.163
"Gulf of Alaska","Fixed","All Sectors","Dusky Rockfish","2007",.243
"Gulf of Alaska","Trawl","All Sectors","Dusky Rockfish","2007",.162
"Gulf of Alaska","All Gear","All Sectors","Flathead Sole","2007",.139
"Gulf of Alaska","Fixed","All Sectors","Atka Mackerel","2007",-9999
"Gulf of Alaska","Trawl","All Sectors","Atka Mackerel","2007",.12
"Gulf of Alaska","All Gear","All Sectors","Deep-Water Flatfish (GOA)","2007",.118
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Arrowtooth Flounder","2007",.099
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Arrowtooth Flounder","2007",.097
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Arrowtooth Flounder","2007",.106
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Arrowtooth Flounder","2007",.046
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Arrowtooth Flounder","2007",.046
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Arrowtooth Flounder","2007",-9999
"Gulf of Alaska","All Gear","All Sectors","Arrowtooth Flounder","2007",.094
"Gulf of Alaska","Fixed","All Sectors","Arrowtooth Flounder","2007",.669
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Rockfish","2007",.624
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Rockfish","2007",.626
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Other Rockfish","2007",.608
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Rockfish","2007",.265
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Rockfish","2007",.252
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Rockfish","2007",.45
"Gulf of Alaska","Trawl","All Sectors","Arrowtooth Flounder","2007",.092
"Gulf of Alaska","All Gear","All Sectors","Atka Mackerel","2007",.12
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Yellowfin Sole (BSAI)","2007",.046
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2007",.046
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2007",-9999
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Rockfish","2007",.365
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Rockfish","2007",.353
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Rockfish","2007",.508
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2007",.18
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2007",.18
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2007",.18
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Yellowfin Sole (BSAI)","2007",.18
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2007",.18
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2007",.18
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Groundfish","2007",.364
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Groundfish","2007",.364
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Other Groundfish","2007",.364
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Groundfish","2007",.084
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Groundfish","2007",.099
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Groundfish","2007",.03
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Turbot (BSAI)","2007",.046
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Turbot (BSAI)","2007",.046
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Turbot (BSAI)","2007",-9999
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Turbot (BSAI)","2007",.199
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Turbot (BSAI)","2007",.199
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Turbot (BSAI)","2007",.199
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Groundfish","2007",.22
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Groundfish","2007",.242
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Groundfish","2007",.056
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Flatfish (BSAI)","2007",.046
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2007",.046
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Turbot (BSAI)","2007",.074
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Turbot (BSAI)","2007",.074
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Turbot (BSAI)","2007",.199
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Flatfish (BSAI)","2007",.198
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2007",.175
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Flatfish (BSAI)","2007",.512
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2007",.229
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Northern Rockfish","2007",.229
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Northern Rockfish","2007",.229
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Sablefish","2007",2.236
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Sablefish","2007",2.236
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Sablefish","2007",.921
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Sablefish","2007",.921
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Sablefish","2007",.921
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Flatfish (BSAI)","2007",.198
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2007",.174
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Flatfish (BSAI)","2007",.512
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Rock Sole (BSAI)","2007",.233
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Rock Sole (BSAI)","2007",.233
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Rock Sole (BSAI)","2007",.233
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Northern Rockfish","2007",.626
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Northern Rockfish","2007",.626
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Northern Rockfish","2007",-9999
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Sablefish","2007",2.164
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Sablefish","2007",2.001
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Sablefish","2007",2.233
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Sablefish","2007",2.236
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Rock Sole (BSAI)","2007",.233
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Rock Sole (BSAI)","2007",.233
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Rock Sole (BSAI)","2007",.233
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Rock Sole (BSAI)","2007",.046
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Rock Sole (BSAI)","2007",.046
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Northern Rockfish","2007",.229
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Northern Rockfish","2007",.229
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Northern Rockfish","2007",.229
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Pollock","2007",.127
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Pollock","2007",.126
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Pollock","2007",.128
