"year","filename","port","category","species","January","Feburary","March","April","May","June","July","August","September","October","November","December","Total"
2006,"20.pdf","Port Orford","Fish:","Pacific ocean perch","0","0","8","0","2","0","10","19","92","76","0","0","207"
2006,"20.pdf","Port Orford","Fish:","Rockfish, black","93","1283","1309","3155","8841","7969","6075","13071","17793","9735","529","2579","72432"
2006,"20.pdf","Port Orford","Fish:","Rockfish, blue","0","0","10","26","55","255","214","579","999","425","102","401","3066"
2006,"20.pdf","Port Orford","Fish:","Rockfish, darkblotched","5","106","536","357","351","259","1134","1686","5096","2395","3","3","11931"
2006,"20.pdf","Port Orford","Fish:","Rockfish, tiger","0","0","0","0","3","13","7","25","31","33","0","4","116"
2006,"20.pdf","Port Orford","Fish:","Rockfish, vermillion","0","21","53","72","334","222","411","327","714","636","22","214","3026"
2006,"20.pdf","Port Orford","Fish:","Rockfish, widow","0","0","2","0","0","0","0","0","27","4","0","0","33"
2006,"20.pdf","Port Orford","Fish:","Rockfish, yellowtail","0","0","0","6","2","12","5","15","45","48","1","16","150"
2006,"20.pdf","Port Orford","Fish:","Rockfish, nearshore","4","35","76","157","635","798","1022","1758","2534","2286","106","564","9975"
2006,"20.pdf","Port Orford","Fish:","Rockfish, shelf","0","0","1","0","11","136","7","0","2","2","0","0","159"
2006,"20.pdf","Port Orford","Fish:","Rockfish, slope","24","110","321","877","1442","892","2173","1157","1734","801","545","125","10201"
2006,"20.pdf","Port Orford","Fish:","Thornyhead, shortspine","0","0","0","3","4","0","13","12","4","0","0","2","38"
2006,"20.pdf","Port Orford","Fish:","Sablefish","1278","9478","25617","45918","33851","33402","63642","44582","97146","62757","3183","1333","422187"
2006,"20.pdf","Port Orford","Fish:","Salmon, Chinook","0","0","0","0","0","0","0","0","330","18929","11326","4357","34942"
2006,"20.pdf","Port Orford","Fish:","Shark, blue","0","0","0","0","0","11","78","81","32","0","0","0","202"
2006,"20.pdf","Port Orford","Fish:","Shark, shortfin mako","0","0","0","0","0","0","0","113","0","0","0","0","113"
2006,"20.pdf","Port Orford","Fish:","Shark, spiny dogfish","0","0","0","0","0","0","0","0","0","0","1370","0","1370"
2006,"20.pdf","Port Orford","Fish:","Skates and rays","66","213","642","456","86","367","487","389","1103","902","14","33","4758"
2006,"20.pdf","Port Orford","Fish:","Sole, dover","3","3","0","24","35","26","41","11","42","28","0","0","213"
2006,"20.pdf","Port Orford","Fish:","Sole, petrale","0","2","0","0","0","0","0","0","5","0","0","3","10"
2006,"20.pdf","Port Orford","Fish:","Sole, sand","0","0","0","0","0","0","1","2","3","0","0","0","6"
2006,"20.pdf","Port Orford","Fish:","Tuna, albacore","0","0","0","0","0","0","8108","9570","16052","0","0","0","33730"
2006,"20.pdf","Port Orford","Fish:","Wolfeel","0","0","0","0","0","0","0","0","7","0","0","0","7"
2006,"20.pdf","Port Orford","Crustaceans:","Crab, Dungeness (ocean)","308895","352897","104660","72344","34867","19656","14347","4868","0","774","0","144187","1057495"
2006,"20.pdf","Port Orford","Crustaceans:","Shrimp, coonstripe","0","0","0","0","0","0","8","0","0","0","0","0","8"
2006,"20.pdf","Port Orford","Crustaceans:","Shrimp, spot","0","0","0","0","0","342","392","0","143","0","0","0","877"
2006,"20.pdf","Port Orford","Mollusks:","Abalone, flat","0","119","121","495","153","0","134","137","78","0","0","0","1237"
2006,"20.pdf","Port Orford","Mollusks:","Octopus","80","188","194","198","0","9","0","18","0","0","0","57","744"
2006,"20.pdf","Port Orford","Mollusks:","Squid, market","0","0","0","0","0","0","0","134","0","0","0","0","134"
2006,"20.pdf","Port Orford","Other invertebrates:","Sea urchin, red","18427","35295","14431","42064","452","826","2857","2091","56737","0","0","26685","199865"
2006,"20.pdf","Port Orford","Other invertebrates:","Total","328911","400298","149257","168330","87542","71257","108147","90275","216535","114290","17736","184195","1936773"
2006,"21.pdf","Gold Beach","Fish:","Cabezon","60","594","302","526","474","621","772","1436","1566","558","207","372","7548"
2006,"21.pdf","Gold Beach","Fish:","Greenling, unspecified","6","359","463","557","1097","1108","1591","2768","4323","1310","44","416","14042"
2006,"21.pdf","Gold Beach","Fish:","Lingcod","0","0","0","0","1411","1945","1492","2460","3290","1951","0","0","12549"
2006,"21.pdf","Gold Beach","Fish:","Rockfish, black","2","522","985","3079","6272","6095","5807","8606","9377","1459","56","978","43238"
2006,"21.pdf","Gold Beach","Fish:","Rockfish, blue","0","0","14","448","12","49","68","14","93","44","0","32","774"
2006,"21.pdf","Gold Beach","Fish:","Rockfish, tiger","0","0","0","0","9","3","0","0","3","0","0","0","15"
2006,"21.pdf","Gold Beach","Fish:","Rockfish, vermillion","0","16","32","156","125","242","103","126","235","99","0","8","1142"
2006,"21.pdf","Gold Beach","Fish:","Rockfish, yellowtail","0","0","0","0","2","8","0","0","3","0","0","0","13"
2006,"21.pdf","Gold Beach","Fish:","Rockfish, nearshore","6","82","79","156","346","639","489","559","947","446","18","60","3827"
2006,"21.pdf","Gold Beach","Fish:","Sculpin, other species","0","0","0","0","0","0","0","0","2","0","0","0","2"
2006,"21.pdf","Gold Beach","Fish:","Tuna, albacore","0","0","0","0","0","0","0","0","817","0","0","0","817"
2006,"21.pdf","Gold Beach","Crustaceans:","Crab, Dungeness (ocean)","0","1484","1374","1958","4742","2464","7775","3162","0","0","0","4596","27555"
2006,"21.pdf","Gold Beach","Mollusks:","Abalone, flat","0","344","0","40","175","434","139","227","145","106","0","0","1610"
2006,"21.pdf","Gold Beach","Other invertebrates:","Sea urchin, red","0","0","0","0","0","381","0","0","6627","78642","16505","3625","105780"
2006,"21.pdf","Gold Beach","Other invertebrates:","Total","74","3401","3249","6980","14665","13989","18236","19358","27428","84615","13830","10087","218912"
2006,"22.pdf","Brookings","Fish:","Cabezon","142","346","284","1091","1105","913","973","873","1287","627","4","78","7723"
2006,"22.pdf","Brookings","Fish:","Flounder, arrowtooth","24","8469","218","4691","237","4","1678","76","0","0","159","0","15556"
2006,"22.pdf","Brookings","Fish:","Greenling, unspecified","4","57","78","136","165","164","351","582","744","483","50","50","2864"
2006,"22.pdf","Brookings","Fish:","Grenadier","0","0","0","2081","0","0","7490","738","0","6410","0","0","16719"
2006,"22.pdf","Brookings","Fish:","Halibut, Pacific","0","0","0","0","0","0","0","429","0","0","0","0","429"
2006,"22.pdf","Brookings","Fish:","Irish lord, red","0","0","0","0","2","3","2","6","3","0","0","0","16"
2006,"22.pdf","Brookings","Fish:","Lingcod","595","1503","547","968","1478","1359","2091","1297","2210","859","1547","790","15244"
2006,"22.pdf","Brookings","Fish:","Pacific ocean perch","0","0","0","0","0","0","0","0","2","0","0","0","2"
2006,"22.pdf","Brookings","Fish:","Rockfish, black","0","726","876","2302","3632","3431","3472","5859","4215","3202","402","303","28420"
2006,"22.pdf","Brookings","Fish:","Rockfish, blue","0","0","22","413","50","17","0","42","333","82","0","0","959"
2006,"22.pdf","Brookings","Fish:","Rockfish, canary","0","0","0","0","0","0","0","10","25","4","0","0","39"
2006,"22.pdf","Brookings","Fish:","Rockfish, darkblotched","950","3095","234","303","627","399","73","0","0","0","0","0","5681"
2006,"22.pdf","Brookings","Fish:","Rockfish, vermillion","0","21","17","48","23","72","0","11","51","22","0","0","265"
2006,"22.pdf","Brookings","Fish:","Rockfish, widow","0","0","0","0","0","0","0","0","31","0","0","0","31"
2006,"22.pdf","Brookings","Fish:","Rockfish, yelloweye","0","0","0","0","0","0","0","153","0","0","0","0","153"
2006,"22.pdf","Brookings","Fish:","Rockfish, yellowtail","0","0","0","3","0","0","0","20","0","0","0","0","23"
2006,"22.pdf","Brookings","Fish:","Rockfish, nearshore","7","22","27","95","239","457","283","392","606","369","3","0","2500"
2006,"22.pdf","Brookings","Fish:","Rockfish, shelf","0","0","0","0","0","0","0","0","3","8","0","0","11"
2006,"22.pdf","Brookings","Fish:","Rockfish, slope","478","221","135","635","220","485","64","320","229","212","2318","1000","6317"
2006,"22.pdf","Brookings","Fish:","Thornyhead, longspine","0","83","0","23599","19976","7395","21500","11994","11743","21465","4166","7815","129736"
2006,"22.pdf","Brookings","Fish:","Thornyhead, shortspine","1094","2106","524","9098","9985","6933","6148","4195","6361","3968","3141","2383","55936"
2006,"22.pdf","Brookings","Fish:","Sablefish","4721","12035","5356","52422","61619","34352","24789","31295","34567","39259","52284","11035","363734"
2006,"22.pdf","Brookings","Fish:","Salmon, Chinook","0","0","0","0","0","0","0","0","29","15426","1485","0","16940"
2006,"22.pdf","Brookings","Fish:","Sanddab, Pacific","0","0","0","0","0","0","1583","559","974","592","0","0","3708"
2006,"22.pdf","Brookings","Fish:","Sculpin, other species","0","0","0","1","7","0","0","2","4","7","0","0","21"
2006,"22.pdf","Brookings","Fish:","Skates and rays","0","0","1630","1991","3993","320","45","409","347","0","123","0","8858"
2006,"22.pdf","Brookings","Fish:","Sole, dover","22705","42272","44592","160875","112184","70308","63504","31227","65229","20631","85137","19562","738226"
2006,"22.pdf","Brookings","Fish:","Sole, english","3201","6015","456","1089","35","0","8452","9615","12941","7839","867","298","50808"
2006,"22.pdf","Brookings","Fish:","Sole, petrale","23930","42943","634","174","4","0","14319","13660","14522","6463","19318","15772","151739"
2006,"22.pdf","Brookings","Fish:","Sole, rex","3497","11568","3009","11834","10359","7311","3890","2185","6537","1695","11654","2677","76216"
2006,"22.pdf","Brookings","Fish:","Tuna, albacore","0","0","0","0","0","0","711","691","5451","3244","0","0","10097"
2006,"22.pdf","Brookings","Crustaceans:","Crab, Dungeness (ocean)","1427961","1494739","391942","187004","135165","41685","19031","10236","0","1654","1385","503749","4214551"
2006,"22.pdf","Brookings","Mollusks:","Octopus","0","0","0","0","0","0","97","19","0","0","0","0","116"
2006,"22.pdf","Brookings","Mollusks:","Total","1489309","1626221","450581","460853","361105","175608","180546","126895","168444","134521","184043","565512","5923638"
2006,"6.pdf","Columbia River","Fish:","Flounder, starry","0","0","0","0","27","0","32","19","0","0","0","0","78"
2006,"6.pdf","Columbia River","Fish:","Salmon, Chinook","16","741","10745","17590","66497","35602","33712","139480","128805","60853","0","0","494041"
2006,"6.pdf","Columbia River","Fish:","Salmon, chum","0","0","0","0","0","0","0","0","0","40","0","0","40"
2006,"6.pdf","Columbia River","Fish:","Salmon, coho","0","0","0","0","0","0","0","15391","366734","95418","0","0","477543"
2006,"6.pdf","Columbia River","Fish:","Shad, american","0","0","0","0","29051","28309","0","0","0","0","0","0","57360"
2006,"6.pdf","Columbia River","Fish:","Smelt (eulachon)","4964","2316","10","0","0","0","0","0","0","0","0","1321","8611"
2006,"6.pdf","Columbia River","Fish:","Steelhead","0","0","0","0","8","0","0","0","0","0","0","0","8"
2006,"6.pdf","Columbia River","Fish:","Sturgeon, green","0","24","0","0","222","0","0","0","0","0","0","0","246"
2006,"6.pdf","Columbia River","Fish:","Sturgeon, white","2981","4724","1066","500","35295","7064","10462","38491","27791","36434","0","0","164808"
2006,"6.pdf","Columbia River","Fish:","Total","7961","7805","11821","18090","131100","70975","44206","193381","523330","192745","0","1321","1202735"
2006,"6.pdf","Columbia River","Fish:","Above bonneville dam","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2006,"6.pdf","Columbia River","Fish:","Carp","0","0","68","0","0","0","0","0","0","0","0","0","68"
2006,"6.pdf","Columbia River","Fish:","Salmon, Chinook","0","0","0","0","0","137","0","4831","186545","25531","0","0","217044"
2006,"6.pdf","Columbia River","Fish:","Salmon, coho","0","0","0","0","0","0","0","108","7889","3586","0","0","11583"
2006,"6.pdf","Columbia River","Fish:","Steelhead","0","509","0","0","0","0","0","236","26907","7995","0","0","35647"
2006,"6.pdf","Columbia River","Fish:","Sturgeon, white","0","4643","7749","0","0","0","0","0","0","0","0","0","12392"
2006,"6.pdf","Columbia River","Fish:","Walleye","0","841","603","0","0","0","0","0","0","0","0","0","1444"
2006,"6.pdf","Columbia River","Fish:","Total","0","5993","8420","0","0","137","0","5175","221341","3712","0","0","278178"
2006,"6.pdf","Columbia River","Fish:","Total","7961","13798","20241","18090","131100","71112","44206","198556","744671","229857","0","1321","1480913"
2006,"7.pdf","Astoria","Fish:","Anchovy, northern","0","0","0","0","0","0","0","0","11369","7546","0","0","18915"
2006,"7.pdf","Astoria","Fish:","Cabezon","0","0","0","0","0","0","0","50","0","0","0","0","50"
2006,"7.pdf","Astoria","Fish:","Cod, Pacific","329","108","745","17346","47483","134258","34297","116605","40300","1623","8","20","393122"
2006,"7.pdf","Astoria","Fish:","Flounder, arrowtooth","88010","119615","99266","180755","166109","194385","481520","219262","200918","191557","53459","262793","2257649"
2006,"7.pdf","Astoria","Fish:","Flounder, starry","7","6","0","768","2821","34454","57675","7715","1501","1706","66","26","106745"
2006,"7.pdf","Astoria","Fish:","Grenadier","0","0","0","175","0","0","0","31","2","0","0","0","208"
2006,"7.pdf","Astoria","Fish:","Hagfish, unspecified","0","0","0","0","0","0","902000","0","44000","44000","44000","3994","226194"
2006,"7.pdf","Astoria","Fish:","Halibut, california","0","0","0","0","0","20","0","0","0","0","0","0","20"
2006,"7.pdf","Astoria","Fish:","Halibut, Pacific","0","0","0","0","0","25984","288380","0","0","0","0","0","54822"
2006,"7.pdf","Astoria","Fish:","Herring, Pacific","0","0","0","0","0","23","3","2532","35","0","0","0","2593"
2006,"7.pdf","Astoria","Fish:","Lingcod","2229","2929","3059","7245","11885","14010","24336","7671","22710","7203","274","7092","110643"
2006,"7.pdf","Astoria","Fish:","Mackerel, jack","0","0","0","0","0","417","4469","291","1286","1323","0","0","7786"
2006,"7.pdf","Astoria","Fish:","Mackerel, Pacific","0","0","0","0","0","374","6556","443495","730393","285202","0","0","1466020"
2006,"7.pdf","Astoria","Fish:","Pollock, walleye","0","0","0","0","0","0","2","0","0","0","0","0","2"
2006,"7.pdf","Astoria","Fish:","Pomfret, Pacific","0","0","0","0","0","0","2","0","0","0","0","0","2"
2006,"7.pdf","Astoria","Fish:","Ratfish","0","0","0","0","0","0","4","0","0","0","0","0","4"
2006,"7.pdf","Astoria","Fish:","Pacific ocean perch","4894","7849","8827","9888","9170","9867","3070","2120","1315","10606","2286","11316","81208"
2006,"7.pdf","Astoria","Fish:","Rockfish, black","71","10","0","342","38","883","884","685","286","1614","0","12","4825"
2006,"7.pdf","Astoria","Fish:","Rockfish, canary","20","56","0","110","70","849","687","11011","297","209","15","0","13324"
2006,"7.pdf","Astoria","Fish:","Rockfish, darkblotched","6372","11197","8536","13521","3774","2938","2360","1484","638","924","1902","2032","55678"
2006,"7.pdf","Astoria","Fish:","Rockfish, widow","11","3","121","378","4","2267","3946","31","300","2983","3","190","10237"
2006,"7.pdf","Astoria","Fish:","Rockfish, yelloweye","0","0","0","0","0","13","68","147","167","37","0","0","432"
2006,"7.pdf","Astoria","Fish:","Rockfish, yellowtail","504","751","98","3065","4006","46220","51003","7196","3238","6811","12","5","122909"
2006,"7.pdf","Astoria","Fish:","Rockfish, nearshore","0","0","0","2","0","99","62","440","701","0","0","0","1304"
2006,"7.pdf","Astoria","Fish:","Rockfish, shelf","3","93","11","632","549","727","2202","4101","2291","1193","127","159","12088"
2006,"7.pdf","Astoria","Fish:","Rockfish, slope","6074","6325","8210","10922","20449","14103","2883","2605","5895","4202","4194","5668","91530"
2006,"7.pdf","Astoria","Fish:","Thornyhead, longspine","1266","3028","2676","21499","8582","3855","1209","2987","556","10261","882","6679","63480"
2006,"7.pdf","Astoria","Fish:","Thornyhead, shortspine","11005","17207","13906","43885","33483","15751","9564","12881","9319","17148","9797","37585","231531"
2006,"7.pdf","Astoria","Fish:","Sablefish","46920","70587","80506","171231","136924","97891","160404","320209","218912","219002","53639","168574","1744799"
2006,"7.pdf","Astoria","Fish:","Salmon, Chinook","0","0","0","0","85546","26555","655","399","550","0","0","0","113705"
2006,"7.pdf","Astoria","Fish:","Salmon, chum","0","0","0","0","0","12","0","0","0","0","0","0","12"
2006,"7.pdf","Astoria","Fish:","Salmon, coho","0","0","0","0","0","0","23","2506","1857","0","0","0","4386"
2006,"7.pdf","Astoria","Fish:","Sanddab, Pacific","449","1565","733","5582","34344","82026","103735","126147","100559","141379","549","3414","600482"
2006,"7.pdf","Astoria","Fish:","Sardine, Pacific","0","0","0","0","0","224202","8421200","28572907","29714732","11694868","0","0","78627909"
2006,"7.pdf","Astoria","Fish:","Shad, american","0","0","0","0","0","14227","11272","14","967","0","0","0","26480"
2006,"7.pdf","Astoria","Fish:","Shark, blue","0","0","0","0","0","0","300","0","0","0","0","0","300"
2006,"7.pdf","Astoria","Fish:","Shark, sixgill","0","0","0","0","0","0","0","0","300","0","0","0","300"
2006,"7.pdf","Astoria","Fish:","Shark, soupfin","0","0","0","0","0","1455","452","0","0","0","0","0","1907"
2006,"7.pdf","Astoria","Fish:","Shark, spiny dogfish","0","0","0","0","0","276","9091","35","0","0","0","0","9402"
2006,"7.pdf","Astoria","Fish:","Shark, thresher","0","0","0","0","0","0","1128","0","348","0","0","0","1476"
2006,"7.pdf","Astoria","Fish:","Shark, other species","0","0","0","0","0","419","708","3","0","0","0","0","1130"
2006,"7.pdf","Astoria","Fish:","Skates and rays","17037","46119","29987","41417","95875","125125","92334","104087","59555","81027","10384","35049","737996"
2006,"7.pdf","Astoria","Fish:","Sole, curlfin (turbot)","0","0","0","30","14","30","0","0","0","0","0","0","74"
2006,"7.pdf","Astoria","Fish:","Sole, dover","137640","258330","384894","587194","376309","252770","376490","351967","447880","243857","117836","302631","3837798"
2006,"7.pdf","Astoria","Fish:","Sole, english","10231","20839","6831","10748","51270","47835","102295","193359","158032","131847","2616","21486","757389"
2006,"7.pdf","Astoria","Fish:","Sole, flathead","1","571","1456","5306","9918","5098","4934","6686","8709","3123","18","0","45820"
2006,"7.pdf","Astoria","Fish:","Sole, petrale","204101","284518","69017","43333","173963","168964","193393","169634","201208","143521","23107","238051","1912810"
2006,"7.pdf","Astoria","Fish:","Sole, rex","8946","14998","6433","19333","38287","55508","81864","87897","67271","63880","3820","17649","465886"
2006,"7.pdf","Astoria","Fish:","Sole, rock","9","13","11","8","49","201","688","1991","2096","92","13","6","5177"
2006,"7.pdf","Astoria","Fish:","Sole, sand","7","4","0","1517","7354","6338","5419","22522","11342","8970","541","353","64367"
2006,"7.pdf","Astoria","Fish:","Sole, slender","0","0","0","0","0","0","1","0","0","0","0","0","1"
2006,"7.pdf","Astoria","Fish:","Sturgeon, green","23","0","0","25","0","54","53","53","134","70","33","0","445"
2006,"7.pdf","Astoria","Fish:","Tuna, albacore","0","0","0","0","0","0","551783","1023304","1099973","1277986","0","0","3953046"
2006,"7.pdf","Astoria","Fish:","Whiting, Pacific (hake)","0","0","0","0","0","15005280","37457294","3217442","0","0","0","0","55680016"
2006,"7.pdf","Astoria","Fish:","Wolfeel","0","0","0","0","0","98","107","628","489","39","0","0","1361"
2006,"7.pdf","Astoria","Fish:","Wrymouth, giant","5","9","0","5","90","73","156","267","517","210","3","0","1335"
2006,"7.pdf","Astoria","Crustaceans:","Crab, Dungeness (ocean)","2422846","2211869","871404","308460","99978","41278","12615","6123","0","1213","0","1260788","7236574"
2006,"7.pdf","Astoria","Crustaceans:","Shrimp, pink","0","0","0","447231","597031","672978","446809","347757","250294","220925","0","0","2983025"
2006,"7.pdf","Astoria","Mollusks:","Clam, razor","0","0","0","0","0","0","0","0","0","0","0","34","34"
2006,"7.pdf","Astoria","Mollusks:","Octopus","0","58","0","289","863","1530","809","75","54","30","0","77","3785"
2006,"7.pdf","Astoria","Mollusks:","Squid, market","608","0","0","0","0","0","7","0","0","165","609","1056","2445"
2006,"7.pdf","Astoria","Other invertebrates:","Jellyfish","0","0","0","0","0","4","45","3","0","0","0","0","52"
2006,"7.pdf","Astoria","Other invertebrates:","Total","2969618","3078657","1596727","1952242","2016238","17331724","48841904","35399355","33423296","14828352","330193","2386739","164155045"
2006,"7A.pdf","Gearhart-Seaside","Fish:","Lingcod","0","0","0","0","0","0","0","200","4","0","0","0","204"
2006,"7A.pdf","Gearhart-Seaside","Fish:","Rockfish, black","0","0","0","0","0","0","0","0","114","0","0","0","114"
2006,"7A.pdf","Gearhart-Seaside","Fish:","Salmon, Chinook","0","0","0","0","158","78","0","10","235","0","0","0","481"
2006,"7A.pdf","Gearhart-Seaside","Fish:","Salmon, coho","0","0","0","0","0","0","75","62","638","0","0","0","775"
2006,"7A.pdf","Gearhart-Seaside","Fish:","Tuna, albacore","0","0","0","0","0","0","701","2489","880","0","0","0","4070"
2006,"7A.pdf","Gearhart-Seaside","Crustaceans:","Crab, Dungeness (ocean)","0","0","0","0","0","0","1162","0","0","0","0","0","1162"
2006,"7A.pdf","Gearhart-Seaside","Mollusks:","Clam, razor","352","2796","6425","8886","11845","6970","3504","0","0","256","134","412","41580"
2006,"7A.pdf","Gearhart-Seaside","Mollusks:","Total","352","2796","6425","8886","12003","7048","5442","2761","1871","256","134","412","28386"
2006,"7B.pdf","Cannon Beach","Fish:","Rockfish, yellowtail","0","0","0","0","45","0","0","0","0","0","0","0","45"
2006,"7B.pdf","Cannon Beach","Fish:","Salmon, Chinook","0","0","0","0","289","0","0","128","141","0","0","0","558"
2006,"7B.pdf","Cannon Beach","Fish:","Salmon, coho","0","0","0","0","0","0","0","2754","882","0","0","0","3636"
2006,"7B.pdf","Cannon Beach","Fish:","Tuna, albacore","0","0","0","0","0","0","0","1056","0","0","0","0","1056"
2006,"7B.pdf","Cannon Beach","Mollusks:","Clam, razor","0","0","0","0","0","0","31","0","606","1756","0","0","2393"
2006,"7B.pdf","Cannon Beach","Mollusks:","Total","0","0","0","0","334","0","31","3938","1629","1756","0","0","7688"
2006,"8.pdf","Nehalem Bay","Crustaceans:","Crab, Dungeness (bay)","0","0","0","0","0","0","0","0","438","75","0","0","513"
2006,"8.pdf","Nehalem Bay","Crustaceans:","Crab, Dungeness (ocean)","0","0","0","0","26","201","580","0","0","0","0","0","807"
2006,"8.pdf","Nehalem Bay","Crustaceans:","Shrimp, ghost","0","0","0","0","340","0","0","0","0","0","0","0","340"
2006,"8.pdf","Nehalem Bay","Mollusks:","Clam, littleneck","0","0","0","0","0","0","0","0","517","0","0","0","517"
2006,"8.pdf","Nehalem Bay","Mollusks:","Total","0","0","0","0","366","201","580","0","955","75","0","0","2177"
2006,"9.pdf","Garibaldi","Fish:","Cabezon","0","4","0","10","1039","829","822","1231","1107","1022","0","0","3064"
2006,"9.pdf","Garibaldi","Fish:","Cod, Pacific","0","0","0","69","17","6","2","0","0","0","0","0","94"
2006,"9.pdf","Garibaldi","Fish:","Flounder, arrowtooth","0","0","0","0","553","0","0","0","0","0","0","0","553"
2006,"9.pdf","Garibaldi","Fish:","Flounder, starry","0","0","0","0","0","253","294","108","0","227","0","0","882"
2006,"9.pdf","Garibaldi","Fish:","Greenling, unspecified","0","0","2","5","27","36","45","87","103","68","0","0","373"
2006,"9.pdf","Garibaldi","Fish:","Hagfish, unspecified","1224","266","2006","2373","535","7275","0","0","0","0","0","0","13679"
2006,"9.pdf","Garibaldi","Fish:","Halibut, Pacific","0","0","0","0","0","604","224","0","73","15","0","0","916"
2006,"9.pdf","Garibaldi","Fish:","Lingcod","0","0","0","447","1628","1086","1287","1036","904","1050","0","0","7438"
2006,"9.pdf","Garibaldi","Fish:","Rockfish, black","157","274","603","1983","3452","3455","3826","5232","5788","2344","250","200","27564"
2006,"9.pdf","Garibaldi","Fish:","Rockfish, blue","72","62","181","50","0","6","9","88","343","131","0","0","942"
2006,"9.pdf","Garibaldi","Fish:","Rockfish, tiger","0","0","0","0","0","0","6","0","3","4","0","0","13"
2006,"9.pdf","Garibaldi","Fish:","Rockfish, vermillion","0","0","0","0","0","10","5","8","0","12","0","0","35"
2006,"9.pdf","Garibaldi","Fish:","Rockfish, widow","0","0","0","0","0","0","0","0","4","0","0","0","4"
2006,"9.pdf","Garibaldi","Fish:","Rockfish, yellowtail","50","7","88","265","829","403","326","417","354","380","0","0","3119"
2006,"9.pdf","Garibaldi","Fish:","Rockfish, nearshore","0","0","0","2","64","21","68","43","66","58","0","0","322"
2006,"9.pdf","Garibaldi","Fish:","Rockfish, shelf","0","0","0","0","6","0","0","0","0","8","0","0","14"
2006,"9.pdf","Garibaldi","Fish:","Rockfish, slope","0","0","0","0","0","0","0","0","0","15","0","0","15"
2006,"9.pdf","Garibaldi","Fish:","Sablefish","78","1235","250","3376","4546","3376","2860","2513","0","77","0","0","18311"
2006,"9.pdf","Garibaldi","Fish:","Salmon, Chinook","0","0","0","0","32975","10270","269","719","10395","21036","416","0","76080"
2006,"9.pdf","Garibaldi","Fish:","Salmon, coho","0","0","0","0","0","0","0","4055","2230","0","0","0","6285"
2006,"9.pdf","Garibaldi","Fish:","Sanddab, Pacific","0","0","0","457","41","371","574","141","0","2986","0","0","4570"
2006,"9.pdf","Garibaldi","Fish:","Skates and rays","0","0","0","0","112","55","116","34","0","0","0","0","317"
2006,"9.pdf","Garibaldi","Fish:","Sole, dover","0","0","0","12","5584","3407","673","275","0","1501","0","0","11452"
2006,"9.pdf","Garibaldi","Fish:","Sole, english","0","0","0","230","232","750","613","870","0","2055","0","0","4750"
2006,"9.pdf","Garibaldi","Fish:","Sole, flathead","0","0","0","0","345","117","0","0","0","0","0","0","462"
2006,"9.pdf","Garibaldi","Fish:","Sole, petrale","0","0","0","3624","3288","3286","3979","4067","0","9378","0","0","27622"
2006,"9.pdf","Garibaldi","Fish:","Sole, rex","0","0","0","132","256","138","411","452","0","2002","0","0","3391"
2006,"9.pdf","Garibaldi","Fish:","Sole, rock","0","0","0","0","0","0","172","15","0","401","0","0","588"
2006,"9.pdf","Garibaldi","Fish:","Sole, sand","0","0","0","0","11","1815","1023","630","0","1830","0","0","5309"
2006,"9.pdf","Garibaldi","Fish:","Sturgeon, green","0","0","0","18","0","0","0","0","0","0","0","0","18"
2006,"9.pdf","Garibaldi","Fish:","Tuna, albacore","0","0","0","0","0","0","73088","91919","43422","5882","0","0","214311"
2006,"9.pdf","Garibaldi","Fish:","Wolfeel","0","0","0","0","0","17","8","17","16","28","0","0","86"
2006,"9.pdf","Garibaldi","Fish:","Wrymouth, giant","0","0","0","6","0","0","0","0","0","0","0","0","6"
2006,"9.pdf","Garibaldi","Crustaceans:","Crab, Dungeness (bay)","0","0","0","0","0","0","0","0","0","320","31","0","351"
2006,"9.pdf","Garibaldi","Crustaceans:","Crab, Dungeness (ocean)","372596","456153","256834","141306","81209","44906","31139","17898","0","1278","0","414798","1818117"
2006,"9.pdf","Garibaldi","Crustaceans:","Shrimp, ghost","169","39","57","18","544","80","265","452","65","287","232","45","2253"
2006,"9.pdf","Garibaldi","Crustaceans:","Shrimp, mud","0","0","0","0","60","0","40","0","0","0","0","0","100"
2006,"9.pdf","Garibaldi","Crustaceans:","Shrimp, pink","0","0","0","298245","136944","166523","65546","35964","0","0","0","0","703222"
2006,"9.pdf","Garibaldi","Mollusks:","Clam, butter","50","670","2555","1131","1600","200","2250","0","1200","1560","0","0","11216"
2006,"9.pdf","Garibaldi","Mollusks:","Clam, cockle","2847","2752","4361","12287","4246","3915","2940","4000","13514","24637","2542","3125","81166"
2006,"9.pdf","Garibaldi","Mollusks:","Clam, gaper","0","0","125","235","20","0","250","0","0","1700","0","0","2330"
2006,"9.pdf","Garibaldi","Mollusks:","Octopus","0","50","0","0","110","355","40","153","70","211","0","0","989"
2006,"9.pdf","Garibaldi","Mollusks:","Squid, market","0","0","0","0","0","0","0","0","0","1002","0","0","1002"
2006,"9.pdf","Garibaldi","Other invertebrates:","Sea urchin, red","0","0","0","0","0","2150","0","0","0","0","600","975","3725"
2006,"9.pdf","Garibaldi","Other invertebrates:","Total","377243","461512","267062","466281","280273","255715","193170","172424","79657","83505","4071","419143","3060056"
2007,"10.pdf","Netarts Bay","Crustaceans:","Crab, Dungeness (bay)","0","0","0","0","0","0","0","0","0","0","320","0","320"
