"year","filename","species","county","month","landings_lb","landings_kg","value_usd"
2008,"63.pdf","Crayfish","Jefferson","September",3917,1776.721540434,NA
2008,"63.pdf","Crayfish","Multnomah","April",0,0,NA
2008,"63.pdf","Crayfish","Multnomah","August",0,0,NA
2008,"63.pdf","Crayfish","Multnomah","December",0,0,NA
2008,"63.pdf","Crayfish","Multnomah","February",0,0,NA
2008,"63.pdf","Crayfish","Multnomah","January",0,0,NA
2008,"63.pdf","Crayfish","Multnomah","July",0,0,NA
2008,"63.pdf","Crayfish","Multnomah","June",0,0,NA
2008,"63.pdf","Crayfish","Multnomah","March",0,0,NA
2008,"63.pdf","Crayfish","Multnomah","May",0,0,NA
2008,"63.pdf","Crayfish","Multnomah","November",0,0,NA
2008,"63.pdf","Crayfish","Multnomah","October",3715,1685.09586998016,NA
2008,"63.pdf","Crayfish","Multnomah","September",0,0,NA
2008,"63.pdf","Crayfish","Washington","April",0,0,NA
2008,"63.pdf","Crayfish","Washington","August",1179,534.785472599357,NA
2008,"63.pdf","Crayfish","Washington","December",0,0,NA
2008,"63.pdf","Crayfish","Washington","February",0,0,NA
2008,"63.pdf","Crayfish","Washington","January",0,0,NA
2008,"63.pdf","Crayfish","Washington","July",3599,1632.47914833341,NA
2008,"63.pdf","Crayfish","Washington","June",3239,1469.18587425727,NA
2008,"63.pdf","Crayfish","Washington","March",0,0,NA
2008,"63.pdf","Crayfish","Washington","May",0,0,NA
2008,"63.pdf","Crayfish","Washington","November",0,0,NA
2008,"63.pdf","Crayfish","Washington","October",0,0,NA
2008,"63.pdf","Crayfish","Washington","September",579,262.630015805791,NA
2008,"63.pdf","Crayfish","Yamhill","April",0,0,NA
2008,"63.pdf","Crayfish","Yamhill","August",3892,1765.38172973426,NA
2008,"63.pdf","Crayfish","Yamhill","December",0,0,NA
2008,"63.pdf","Crayfish","Yamhill","February",0,0,NA
2008,"63.pdf","Crayfish","Yamhill","January",0,0,NA
2008,"63.pdf","Crayfish","Yamhill","July",4610,2091.06109303056,NA
2008,"63.pdf","Crayfish","Yamhill","June",200,90.7184855978553,NA
2008,"63.pdf","Crayfish","Yamhill","March",0,0,NA
2008,"63.pdf","Crayfish","Yamhill","May",0,0,NA
2008,"63.pdf","Crayfish","Yamhill","November",0,0,NA
2008,"63.pdf","Crayfish","Yamhill","October",0,0,NA
2008,"63.pdf","Crayfish","Yamhill","September",2107,955.719245773405,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","April",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","August",8300,3764.81715231099,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","December",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","February",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","January",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","July",13500,6123.49777785523,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","June",10500,4762.7204938874,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","March",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","May",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","November",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","October",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Brine shrimp","Lake","September",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","April",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","August",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","December",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","February",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","January",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","July",265,120.201993417158,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","June",728,330.215287576193,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","March",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","May",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","November",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","October",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clackamas","September",1040,471.736125108847,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","April",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","August",269,122.016363129115,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","December",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","February",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","January",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","July",91,41.2769109470241,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","June",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","March",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","May",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","November",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","October",617,279.866528069384,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Clatsop","September",5122,2323.30041616107,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","April",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","August",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","December",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","February",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","January",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","July",72,32.6586548152279,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","June",11,4.98951670788204,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","March",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","May",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","November",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","October",4251,1928.22141138241,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Columbia","September",1370,621.421626345309,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","April",1066,483.529528236569,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","August",6398,2902.08435427539,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","December",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","February",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","January",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","July",5121,2322.84682373308,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","June",4945,2243.01455640697,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","March",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","May",2384,1081.36434832643,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","November",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","October",788,357.43083325555,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Jefferson","September",4962,2250.72562768279,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","April",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","August",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","December",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","February",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","January",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","July",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","June",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","March",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","May",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","November",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","October",770,349.266169551743,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Multnomah","September",1420,644.101247744772,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","April",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","August",1617,733.45895605866,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","December",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","February",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","January",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","July",2793,1266.88365137405,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","June",3035,1376.65301894745,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","March",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","May",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","November",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","October",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Washington","September",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","April",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","August",5010,2272.49806422627,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","December",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","February",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","January",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","July",4951,2245.73611097491,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","June",3220,1460.56761812547,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","March",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","May",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","November",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","October",0,0,NA
2009,"63_Freshwater_species_harvested_by_month_by_county (2).pdf","Crayfish","Yamhill","September",1579,716.222443795067,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","April",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","August",1461,662.698537292333,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","December",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","February",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","January",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","July",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","June",601,272.609049221555,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","March",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","May",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","November",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","October",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clackamas","September",3811,1728.64074306713,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","April",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","August",150,68.0388641983915,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","December",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","February",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","January",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","July",165,74.8427506182306,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","June",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","March",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","May",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","November",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","October",2590,1174.80438849223,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Clatsop","September",3107,1409.31167376268,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","April",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","August",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","December",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","February",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","January",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","July",104,47.1736125108847,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","June",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","March",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","May",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","November",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","October",5220,2367.75247410402,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Columbia","September",1970,893.577083138874,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","April",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","August",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","December",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","February",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","January",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","July",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","June",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","March",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","May",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","November",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","October",20,9.07184855978553,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Hood River","September",680,308.442851032708,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","April",1169,530.249548319464,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","August",6987,3169.25029436107,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","December",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","February",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","January",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","July",5906,2678.91687970467,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","June",5482,2486.59369023721,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","March",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","May",2218,1006.06800528021,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","November",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","October",538,244.032726258231,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Jefferson","September",4731,2145.94577681727,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","April",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","August",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","December",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","February",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","January",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","July",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","June",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","March",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","May",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","November",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","October",879,398.707744202574,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Multnomah","September",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","April",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","August",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","December",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","February",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","January",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","July",10,4.53592427989276,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","June",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","March",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","May",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","November",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","October",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Umatilla","September",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","April",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","August",778,352.894908975657,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","December",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","February",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","January",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","July",3274,1485.06160923689,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","June",2237,1014.68626141201,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","March",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","May",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","November",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","October",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Washington","September",276,125.19151012504,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","April",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","August",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","December",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","February",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","January",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","July",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","June",20,9.07184855978553,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","March",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","May",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","November",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","October",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Wheeler","September",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","April",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","August",3588,1627.48963162552,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","December",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","February",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","January",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","July",5153,2337.36178142874,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","June",100,45.3592427989276,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","March",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","May",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","November",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","October",0,0,NA
2010,"63_Freshwater_species_harvested_by_month_by_county (1).pdf","Crayfish","Yamhill","September",1863,845.042693344022,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","April",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","August",26080,11829.6905219603,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","December",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","February",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","January",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","July",12500,5669.90534986595,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","June",2000,907.184855978553,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","March",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","May",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","November",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","October",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Brine shrimp","Lake","September",545,247.207873254156,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Crayfish","Clackamas","April",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Crayfish","Clackamas","August",3016,1368.03476281566,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Crayfish","Clackamas","December",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Crayfish","Clackamas","February",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Crayfish","Clackamas","January",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Crayfish","Clackamas","July",0,0,NA
2011,"63_Freshwater_species_harvested_by_month_by_county.pdf","Crayfish","Clackamas","June",100,45.3592427989276,NA
